IBD_percent,fraction_IBD.iida,fraction_IBD.iidb
2.8209477,Sample5025753,Sample5026443
2.817060676,Sample5026910,Sample5026916
2.803641272,Sample5024535,Sample5026910
2.781433664,Sample5026847,Sample5026883
2.767356616,Sample5024364,Sample5024706
2.747789969,Sample5024086,Sample5024416
2.729576685,Sample5025261,Sample5025263
2.729154408,Sample5024113,Sample5025973
2.727492991,Sample5026578,Sample5026847
2.718272126,Sample5024416,Sample5026847
2.717109134,Sample5024981,Sample5026916
2.710349244,Sample5024981,Sample5025958
2.700965699,Sample5024364,Sample5025953
2.681866325,Sample5024442,Sample5025263
2.659641411,Sample5024416,Sample5026297
2.651431242,Sample5025942,Sample5026433
2.651344709,Sample5024981,Sample5025261
2.632515316,Sample5026443,Sample5026735
2.629749749,Sample5024173,Sample5025782
2.62813679,PU14,Sample5024009
2.627548371,Sample5024416,Sample5025076
2.613751687,Sample5024086,Sample5026884
2.606482988,Sample5024673,Sample5026134
2.596781004,Sample5024473,Sample5025958
2.592264027,Sample5024416,Sample5026468
2.592243259,Sample5024442,Sample5026588
2.569426465,Sample5025930,Sample5026311
2.563583815,PU25,PU3
2.562805026,Sample5024086,Sample5025958
2.562417362,Sample5025942,Sample5026407
2.551936589,Sample5026452,Sample5026712
2.54456059,PU12,Sample5024981
2.535765463,Sample5024096,Sample5026884
2.531283099,PU4,Sample5026443
2.528874044,PU12,Sample5024069
2.527887577,Sample5024006,Sample5024706
2.509331626,Sample5024171,Sample5026407
2.50110415,Sample5024054,Sample5026698
2.495732235,Sample5025261,Sample5026884
2.495586861,Sample5024673,Sample5025261
2.48529992,Sample5025261,Sample5025958
2.484116161,Sample5025262,Sample5026407
2.473766917,Sample5025548,Sample5026910
2.457481569,Sample5024006,Sample5025953
2.437582638,Sample5024096,Sample5026438
2.424121699,PU19,Sample5025684
2.405593437,Sample5024096,Sample5024171
2.375601398,Sample5025499,Sample5026480
2.372846215,Sample5024884,Sample5026793
2.280987159,Sample5026443,Sample5026910
2.27942958,Sample5025263,Sample5026878
2.238489495,Sample5024463,Sample5025257
2.236156589,Sample5024171,Sample5026727
2.20150912,Sample5024096,Sample5025262
2.180329514,Sample5024096,Sample5026773
2.167218165,PU12,Sample5026443
2.156747776,Sample5024006,Sample5025909
2.150503617,Sample5025654,Sample5026399
2.145360147,Sample5024113,Sample5024884
2.145117857,PU9,Sample5025117
2.141255062,PU15,Sample5024704
2.125274307,PU3,Sample5025909
2.112782527,PU9,Sample5024833
2.10918279,Sample5025263,Sample5026316
2.098283202,Sample5025964,Sample5026443
2.06550829,Sample5026402,Sample5026916
2.046630439,Sample5025953,Sample5026441
2.046197778,Sample5024113,Sample5025909
2.045003634,Sample5024414,Sample5025654
2.0298882,Sample5024535,Sample5026054
2.022515662,PU28,Sample5024056
2.022287217,Sample5024054,Sample5025548
2.017147208,Sample5025954,Sample5026480
2.005506905,Sample5024008,Sample5025909
2.000674951,PU14,Sample5026302
1.993399329,Sample5024839,Sample5026297
1.973192344,Sample5024006,Sample5024056
1.957903845,Sample5025266,Sample5026773
1.954788689,Sample5025125,Sample5025909
1.954259112,Sample5025257,Sample5026438
1.953771071,Sample5025684,Sample5026409
1.952275795,Sample5024069,Sample5026438
1.952265411,Sample5024069,Sample5025684
1.952189263,Sample5026142,Sample5026433
1.952182341,Sample5024085,Sample5025257
1.952165034,Sample5024591,Sample5026433
1.952075041,Sample5026409,Sample5026438
1.949458309,Sample5024475,Sample5025941
1.948644907,Sample5024819,Sample5026773
1.944716348,Sample5024416,Sample5025266
1.939285591,Sample5024719,Sample5026433
1.93834066,Sample5026727,Sample5026773
1.929746288,Sample5026031,Sample5026133
1.92530892,Sample5024179,Sample5024264
1.914111661,Sample5024591,Sample5025398
1.910376934,Sample5026142,Sample5026773
1.905001558,Sample5024992,Sample5026698
1.885220311,PU13,Sample5024376
1.879630335,Sample5024056,Sample5026452
1.877158977,Sample5025257,Sample5026407
1.866709356,Sample5024416,Sample5025909
1.85374338,Sample5025263,Sample5026584
1.835827766,Sample5024535,Sample5025264
1.834782458,Sample5026240,Sample5026452
1.834090201,Sample5024113,Sample5026311
1.8325257,Sample5026316,Sample5026443
1.828434461,Sample5026316,Sample5026438
1.822982936,Sample5025684,Sample5026302
1.819362431,PU12,PU16
1.814194732,Sample5024006,Sample5025257
1.809688138,Sample5025263,Sample5026161
1.806915648,Sample5025262,Sample5025684
1.796421031,Sample5025289,Sample5026433
1.783607352,Sample5025909,Sample5025941
1.780679104,PU16,Sample5026884
1.774068049,Sample5025964,Sample5026142
1.769641065,Sample5024711,Sample5025118
1.76553598,PU5,Sample5026452
1.743979094,Sample5024473,Sample5025953
1.740666644,Sample5024082,Sample5025954
1.734124814,Sample5024981,Sample5026460
1.732802603,Sample5025504,Sample5026773
1.720712333,Sample5025076,Sample5026161
1.718009069,PU4,Sample5026175
1.710750753,Sample5025117,Sample5026175
1.682430515,Sample5024706,Sample5025953
1.676909764,PU9,Sample5024086
1.653961441,Sample5025065,Sample5026712
1.651583538,Sample5025499,Sample5026133
1.633304489,Sample5024056,Sample5024085
1.633266415,PU25,Sample5025954
1.630116645,Sample5024549,Sample5026161
1.627738742,Sample5024096,Sample5026729
1.627292236,PU12,Sample5024054
1.620065072,PU12,Sample5024055
1.605953411,Sample5025076,Sample5025747
1.605063861,PU2,Sample5026883
1.602599425,Sample5025257,Sample5026433
1.592295178,Sample5025076,Sample5026866
1.590228791,Sample5026437,Sample5026468
1.5790523,Sample5025747,Sample5026134
1.573268492,Sample5025941,Sample5026847
1.571506698,Sample5024549,Sample5025257
1.559551417,Sample5024818,Sample5026134
1.559091066,Sample5024069,Sample5025264
1.55215465,Sample5024244,Sample5024264
1.551033194,Sample5026407,Sample5026441
1.547357309,PU4,Sample5026727
1.543352601,Sample5025684,Sample5026588
1.5298882,Sample5024475,Sample5024476
1.52420477,Sample5025654,Sample5025973
1.516527638,PU14,Sample5026610
1.516043058,PU9,Sample5025930
1.515516943,Sample5025116,Sample5025117
1.514558167,Sample5024055,Sample5026409
1.50988197,Sample5024706,Sample5026032
1.504973867,PU28,Sample5026441
1.498528954,PU17,Sample5026054
1.492921671,Sample5025504,Sample5026206
1.49243363,PU9,Sample5026403
1.490446852,Sample5025942,Sample5026206
1.488473919,Sample5024054,Sample5025398
1.482776643,Sample5025261,Sample5025262
1.482060157,Sample5024051,Sample5025398
1.478100447,Sample5025398,Sample5026293
1.474272265,Sample5024055,Sample5025398
1.468491918,Sample5024818,Sample5025116
1.464438753,Sample5025684,Sample5025929
1.461036309,Sample5025398,Sample5025684
1.461022464,Sample5026712,Sample5026871
1.460859783,Sample5025953,Sample5026878
1.458222284,Sample5025398,Sample5026578
1.45393029,Sample5025909,Sample5026409
1.453777993,Sample5024376,Sample5026916
1.450444775,Sample5024096,Sample5026910
1.448350697,Sample5025684,Sample5026435
1.444197155,Sample5024704,Sample5026916
1.441992316,Sample5025398,Sample5026438
1.438001454,Sample5024711,Sample5026443
1.430403932,Sample5026437,Sample5026712
1.429846665,Sample5024376,Sample5025398
1.420165449,Sample5025076,Sample5026312
1.414153196,Sample5024006,Sample5024442
1.412391402,PU3,Sample5026773
1.399276591,PU23,PU6
1.389135025,PU4,Sample5024009
1.387999723,Sample5024442,Sample5026610
1.387975494,Sample5024442,Sample5026578
1.383430826,Sample5025782,Sample5026877
1.381980548,Sample5024818,Sample5026309
1.381046,PU9,Sample5026433
1.376799003,PU18,Sample5025263
1.374261881,PU19,Sample5026718
1.374261881,PU19,Sample5026771
1.370776366,PU9,Sample5026054
1.36857845,PU5,Sample5026883
1.36841577,PU19,Sample5024818
1.368315392,PU9,Sample5024706
1.367207781,PU9,Sample5024549
1.367187013,Sample5024083,Sample5024086
1.365252155,Sample5024364,Sample5024719
1.363054238,Sample5024086,Sample5026437
1.360994773,Sample5024475,Sample5026054
1.360361358,Sample5024055,Sample5024252
1.360288671,Sample5024051,Sample5026468
1.356266657,Sample5025125,Sample5026884
1.347890346,PU12,Sample5026468
1.343778339,Sample5024472,Sample5024697
1.341580423,Sample5025643,Sample5026134
1.339756325,Sample5024473,Sample5025118
1.32980513,Sample5025117,Sample5025398
1.329580146,Sample5024981,Sample5025398
1.328797896,Sample5024376,Sample5026437
1.328759821,Sample5025909,Sample5026468
1.326904572,Sample5024820,Sample5025118
1.320622339,PU7,Sample5026450
1.318884774,PU13,Sample5026884
1.316143436,Sample5024179,Sample5026441
1.31499775,Sample5024008,Sample5026437
1.307805199,Sample5024009,Sample5026441
1.307036793,Sample5024706,Sample5026437
1.303350524,Sample5026433,Sample5026437
1.302429822,Sample5024964,Sample5026910
1.30166834,Sample5024473,Sample5026441
1.301533349,Sample5024085,Sample5025684
1.298854314,Sample5024535,Sample5025504
1.298532415,Sample5024706,Sample5025942
1.29388737,PU15,Sample5024818
1.281849019,Sample5024009,Sample5026910
1.281662109,Sample5024051,Sample5024610
1.281177529,Sample5024818,Sample5025199
1.274002284,Sample5024069,Sample5026735
1.26882074,Sample5025964,Sample5026916
1.260894396,Sample5024473,Sample5026698
1.259689869,Sample5024711,Sample5025065
1.258755322,Sample5025263,Sample5026729
1.253293413,Sample5025964,Sample5026871
1.251607767,Sample5024414,Sample5025095
1.246474681,Sample5025076,Sample5025263
1.245751272,Sample5024008,Sample5025266
1.243452978,PU28,Sample5026437
1.240071302,Sample5024711,Sample5026910
1.239780554,Sample5025684,Sample5026610
1.23670001,PU16,Sample5024006
1.233183344,PU25,Sample5024009
1.229192482,Sample5025773,Sample5026350
1.228912118,Sample5025261,Sample5025684
1.22221453,Sample5024820,Sample5026698
1.21927936,PU9,Sample5026443
1.219002458,Sample5024376,Sample5024525
1.213942058,PU9,Sample5026240
1.208442075,Sample5024264,Sample5024820
1.204949638,Sample5025398,Sample5026433
1.204925409,PU11,Sample5026031
1.201038386,Sample5026480,Sample5026871
1.195247655,PU2,Sample5024113
1.194385795,PU15,Sample5026309
1.194150427,Sample5024244,Sample5025076
1.190578381,Sample5025909,Sample5026847
1.188570835,Sample5026240,Sample5026409
1.181430203,Sample5024591,Sample5025257
1.178117753,Sample5024171,Sample5026742
1.176646707,Sample5024113,Sample5025266
1.176151743,PU3,Sample5025654
1.174081894,Sample5024608,Sample5026468
1.17342425,PU8,Sample5025076
1.173060815,Sample5025118,Sample5025261
1.167280468,PU25,Sample5025125
1.163016164,Sample5026578,Sample5026610
1.155747465,Sample5024704,Sample5026468
1.151341248,Sample5026309,Sample5026443
1.143792184,PU13,Sample5025262
1.138184902,Sample5024819,Sample5025266
1.136011215,Sample5024096,Sample5024476
1.134401717,Sample5025122,Sample5026884
1.128777128,Sample5024701,Sample5025114
1.114662005,Sample5024838,Sample5026910
1.113606313,Sample5026480,Sample5026814
1.111408397,Sample5025065,Sample5026309
1.104139697,Sample5024839,Sample5026031
1.103658579,Sample5024173,Sample5025503
1.097147901,Sample5024416,Sample5026441
1.096476411,Sample5024964,Sample5026578
1.095306497,Sample5024009,Sample5025076
1.088283549,Sample5024591,Sample5025930
1.086950954,Sample5026309,Sample5026735
1.086604825,Sample5025503,Sample5025504
1.077903153,Sample5024473,Sample5026578
1.074916064,Sample5024463,Sample5026578
1.064923333,Sample5026878,Sample5026883
1.058603025,PU16,Sample5024820
1.058492264,Sample5024833,Sample5026698
1.055629781,Sample5025499,Sample5026206
1.052428092,Sample5024414,Sample5024610
1.052279257,Sample5025930,Sample5026297
1.038510263,Sample5026698,Sample5026884
1.038070679,Sample5025122,Sample5026468
1.036229276,Sample5024416,Sample5025782
1.02805718,Sample5024165,Sample5025548
1.02802949,Sample5026032,Sample5026698
1.025720813,PU11,Sample5024701
1.02471704,Sample5026302,Sample5026610
1.023803261,PU2,Sample5024820
1.02205185,Sample5024838,Sample5026433
1.0212696,Sample5024937,Sample5026032
1.017209512,PU25,Sample5025982
1.015634627,PU4,Sample5024463
1.014527015,Sample5025773,Sample5025964
1.011993354,Sample5024054,Sample5024085
1.010200408,PU6,Sample5024475
1.009030494,PU4,Sample5024473
1.008770898,Sample5024085,Sample5026438
1.00597764,Sample5024461,Sample5024475
1.004780035,Sample5024252,Sample5026311
1.004406216,Sample5024469,Sample5025262
1.004347375,Sample5024463,Sample5024819
1.003547818,Sample5024113,Sample5024467
1.003544356,Sample5024113,Sample5024469
1.003229379,Sample5026883,Sample5026884
1.002319061,Sample5025499,Sample5026916
0.9996781,Sample5024706,Sample5026698
0.998774705,Sample5026297,Sample5026916
0.995735696,Sample5024937,Sample5025930
0.993721228,Sample5025398,Sample5026712
0.992312485,Sample5025967,Sample5025973
0.991426396,Sample5026883,Sample5026916
0.988563913,Sample5024096,Sample5026742
0.983347755,Sample5024704,Sample5025257
0.981672493,Sample5024535,Sample5024818
0.981592884,PU6,Sample5024171
0.976882074,PU13,Sample5024416
0.975321034,Sample5024833,Sample5026742
0.971825136,Sample5025941,Sample5026175
0.967955419,PU22,Sample5026032
0.966737046,Sample5024096,Sample5026400
0.96623516,Sample5024610,Sample5026297
0.964282995,Sample5026134,Sample5026588
0.956796234,Sample5024536,Sample5026884
0.956633554,PU4,Sample5026735
0.955491329,PU24,Sample5025958
0.952888443,Sample5024996,Sample5025334
0.947319234,Sample5024992,Sample5026460
0.940330899,Sample5025257,Sample5025398
0.938150289,Sample5025268,Sample5026735
0.932321484,Sample5024086,Sample5024839
0.931283099,Sample5024704,Sample5024719
0.930313939,Sample5025119,Sample5026910
0.92932055,Sample5024513,Sample5025964
0.928493302,Sample5026309,Sample5026910
0.928254474,Sample5024416,Sample5024473
0.928219861,Sample5026437,Sample5026729
0.926374996,PU2,Sample5026206
0.924388218,Sample5025773,Sample5026416
0.922712956,PU16,Sample5026206
0.920909626,Sample5024996,Sample5025617
0.917818698,Sample5025118,Sample5026698
0.917652556,Sample5025964,Sample5026206
0.91709875,Sample5024485,Sample5025065
0.911993354,Sample5024364,Sample5025119
0.910030805,Sample5024610,Sample5024819
0.90885743,PU3,Sample5025684
0.906725278,Sample5025118,Sample5025123
0.904316223,Sample5024591,Sample5025266
0.903752034,Sample5024711,Sample5025964
0.903437057,PU12,Sample5026698
0.903395521,Sample5025289,Sample5026400
0.902838254,PU16,PU2
0.899934236,Sample5024009,Sample5026301
0.898916618,Sample5025263,Sample5026480
0.898812779,Sample5024838,Sample5025954
0.891834827,Sample5024442,Sample5025953
0.88753245,Sample5024525,Sample5026910
0.886099477,Sample5024513,Sample5024686
0.885867571,Sample5024011,Sample5024818
0.880087224,Sample5025776,Sample5026735
0.879820705,PU18,Sample5025909
0.87328926,PU10,Sample5024473
0.870592918,Sample5025257,Sample5026409
0.869402236,PU28,Sample5026735
0.869329549,Sample5025266,Sample5026452
0.867955419,Sample5025967,Sample5026578
0.865411374,Sample5025266,Sample5026884
0.865411374,Sample5024515,Sample5026437
0.862233914,Sample5024360,Sample5025257
0.859631027,PU17,Sample5026468
0.855110588,PU25,Sample5024461
0.853788377,PU18,Sample5024819
0.853466477,Sample5024083,Sample5026133
0.852729224,Sample5024686,Sample5025964
0.852151189,Sample5025076,Sample5026718
0.852151189,Sample5025076,Sample5026771
0.848132636,PU9,Sample5024771
0.848104946,Sample5026240,Sample5026421
0.847426534,Sample5024833,Sample5025118
0.843643349,Sample5024833,Sample5026727
0.843639888,PU28,Sample5026297
0.843525665,Sample5024085,Sample5025398
0.843127618,Sample5024113,Sample5024442
0.84275726,Sample5025753,Sample5026400
0.84243536,Sample5025125,Sample5025266
0.841999239,PU23,Sample5025684
0.837835312,Sample5024082,Sample5025263
0.836066595,Sample5024771,Sample5026421
0.835952373,Sample5024008,Sample5025122
0.835273961,Sample5024008,Sample5024706
0.83422173,Sample5025548,Sample5026483
0.834169811,Sample5025398,Sample5025918
0.834169811,Sample5024165,Sample5026483
0.832889135,Sample5024264,Sample5025117
0.831234641,Sample5026206,Sample5026311
0.831175799,Sample5026311,Sample5026435
0.830542383,Sample5024275,Sample5026152
0.829853588,Sample5026584,Sample5026735
0.828410232,Sample5024591,Sample5026311
0.828223322,Sample5024819,Sample5025257
0.827160707,Sample5024992,Sample5025753
0.820850784,Sample5024992,Sample5026441
0.82081271,Sample5024964,Sample5025118
0.820719255,PU10,Sample5026871
0.819667024,Sample5024937,Sample5026718
0.819667024,Sample5024937,Sample5026771
0.819535495,Sample5026350,Sample5026416
0.816880689,Sample5025964,Sample5026309
0.815866533,Sample5025923,Sample5026610
0.814139351,Sample5024364,Sample5025199
0.813630542,PU12,Sample5025257
0.812536776,PU9,Sample5026032
0.810650376,Sample5024019,Sample5025116
0.810127721,Sample5024504,Sample5026910
0.810020422,Sample5024964,Sample5026443
0.807452148,Sample5025973,Sample5026878
0.807396767,PU4,Sample5025776
0.806482988,Sample5025289,Sample5026910
0.80581496,Sample5025119,Sample5026735
0.804465058,PU12,Sample5026441
0.803883562,Sample5024011,Sample5025398
0.802201378,PU8,Sample5025122
0.800851476,PU17,Sample5026878
0.80064726,Sample5025095,Sample5026578
0.797698245,Sample5026450,Sample5026596
0.796891766,Sample5024610,Sample5025076
0.79647295,Sample5024008,Sample5025499
0.79609567,Sample5025953,Sample5026735
0.795555709,Sample5024011,Sample5026402
0.794070818,Sample5024706,Sample5025398
0.79111488,PU7,Sample5025654
